Date,Time,Address,vbat,temp0,temp1,temp_diff,sht31d_temp,sht31d_humid
2018/8/6,11:50:19,/LOOM/Sap7/data,4.37,24.29,20.94,3.35,27.20,52.89
2018/8/6,12:5:17,/LOOM/Sap7/data,3.92,31.85,20.98,10.87,27.68,50.54
2018/8/6,12:20:17,/LOOM/Sap7/data,3.89,31.90,21.00,10.89,27.69,53.37
2018/8/6,12:35:17,/LOOM/Sap7/data,3.88,31.95,21.07,10.88,28.02,52.74
2018/8/6,12:50:16,/LOOM/Sap7/data,3.89,31.95,21.12,10.83,28.40,51.28
2018/8/6,13:5:16,/LOOM/Sap7/data,3.89,32.02,21.16,10.86,28.74,51.22
2018/8/6,13:20:15,/LOOM/Sap7/data,3.88,32.07,21.23,10.84,29.01,50.95
2018/8/6,13:35:15,/LOOM/Sap7/data,3.88,32.12,21.32,10.80,29.49,49.24
2018/8/6,13:50:14,/LOOM/Sap7/data,3.88,32.22,21.37,10.86,29.61,50.41
2018/8/6,14:5:13,/LOOM/Sap7/data,3.88,32.35,21.46,10.89,30.11,48.77
2018/8/6,14:20:12,/LOOM/Sap7/data,3.88,32.37,21.57,10.80,30.72,47.96
2018/8/6,14:35:11,/LOOM/Sap7/data,3.88,32.55,21.66,10.89,31.16,47.11
2018/8/6,14:50:10,/LOOM/Sap7/data,3.88,32.65,21.79,10.85,31.67,45.44
2018/8/6,15:5:9,/LOOM/Sap7/data,3.88,32.70,21.91,10.79,31.94,46.15
2018/8/6,15:20:7,/LOOM/Sap7/data,3.87,32.87,22.04,10.83,32.32,44.28
2018/8/6,15:35:6,/LOOM/Sap7/data,3.87,32.97,22.18,10.79,32.69,44.52
2018/8/6,15:50:4,/LOOM/Sap7/data,3.87,33.12,22.29,10.83,32.96,43.44
2018/8/6,16:5:3,/LOOM/Sap7/data,3.87,33.22,22.38,10.84,33.28,41.36
2018/8/6,16:20:1,/LOOM/Sap7/data,3.87,33.30,22.47,10.83,33.36,41.95
2018/8/6,16:35:0,/LOOM/Sap7/data,3.87,33.38,22.52,10.86,33.23,42.53
2018/8/6,16:49:58,/LOOM/Sap7/data,3.87,33.48,22.63,10.85,33.54,41.99
2018/8/6,17:4:57,/LOOM/Sap7/data,3.87,33.53,22.70,10.83,33.37,42.80
2018/8/6,17:19:55,/LOOM/Sap7/data,3.86,33.61,22.74,10.86,33.37,42.02
2018/8/6,17:34:53,/LOOM/Sap7/data,3.86,33.61,22.79,10.82,33.36,42.17
2018/8/6,17:49:52,/LOOM/Sap7/data,3.86,33.63,22.77,10.86,32.85,42.78
2018/8/6,18:4:50,/LOOM/Sap7/data,3.86,33.68,22.86,10.82,32.51,43.34
2018/8/6,18:19:48,/LOOM/Sap7/data,3.86,33.73,22.88,10.85,33.64,40.69
2018/8/6,18:34:47,/LOOM/Sap7/data,3.87,33.81,22.88,10.93,34.94,38.88
2018/8/6,18:49:45,/LOOM/Sap7/data,3.86,33.71,22.84,10.87,34.69,38.99
2018/8/6,19:4:43,/LOOM/Sap7/data,3.86,33.68,22.77,10.91,31.38,43.92
2018/8/6,19:19:43,/LOOM/Sap7/data,3.85,33.68,22.74,10.94,29.09,47.99
2018/8/6,19:34:42,/LOOM/Sap7/data,3.85,33.66,22.68,10.98,27.93,49.88
2018/8/6,19:49:42,/LOOM/Sap7/data,3.86,33.63,22.68,10.95,27.04,50.94
2018/8/6,20:4:42,/LOOM/Sap7/data,3.85,33.61,22.59,11.02,26.35,52.09
2018/8/6,20:19:42,/LOOM/Sap7/data,3.85,33.58,22.56,11.02,25.65,52.83
2018/8/6,20:34:42,/LOOM/Sap7/data,3.84,33.48,22.50,10.98,25.09,54.24
2018/8/6,20:49:42,/LOOM/Sap7/data,3.85,33.48,22.43,11.05,24.60,55.10
2018/8/6,21:4:42,/LOOM/Sap7/data,3.85,33.40,22.38,11.02,24.19,56.12
2018/8/6,21:19:43,/LOOM/Sap7/data,3.85,33.35,22.29,11.06,23.87,56.76
2018/8/6,21:34:43,/LOOM/Sap7/data,3.85,33.30,22.20,11.10,23.50,57.74
2018/8/6,21:49:44,/LOOM/Sap7/data,3.84,33.28,22.11,11.16,23.13,58.58
2018/8/6,22:4:45,/LOOM/Sap7/data,3.85,33.17,22.02,11.15,22.79,59.20
2018/8/6,22:19:46,/LOOM/Sap7/data,3.84,33.12,21.95,11.17,22.56,59.07
2018/8/6,22:34:46,/LOOM/Sap7/data,3.85,33.07,21.86,11.21,22.38,58.95
2018/8/6,22:49:47,/LOOM/Sap7/data,3.84,33.02,21.82,11.21,22.24,59.03
2018/8/6,23:4:48,/LOOM/Sap7/data,3.84,32.92,21.75,11.17,22.18,59.83
2018/8/6,23:19:49,/LOOM/Sap7/data,3.84,32.90,21.66,11.24,22.05,60.26
2018/8/6,23:34:50,/LOOM/Sap7/data,3.84,32.85,21.61,11.23,21.83,60.85
2018/8/6,23:49:51,/LOOM/Sap7/data,3.84,32.75,21.52,11.22,21.62,60.38
2018/8/7,0:4:52,/LOOM/Sap7/data,3.84,32.72,21.48,11.24,21.45,60.51
2018/8/7,0:19:53,/LOOM/Sap7/data,3.84,32.65,21.37,11.28,21.15,60.56
2018/8/7,0:34:54,/LOOM/Sap7/data,3.84,32.60,21.30,11.30,20.82,60.69
2018/8/7,0:49:55,/LOOM/Sap7/data,3.84,32.52,21.23,11.29,20.57,60.83
2018/8/7,1:4:56,/LOOM/Sap7/data,3.84,32.47,21.16,11.31,20.26,61.10
2018/8/7,1:19:58,/LOOM/Sap7/data,3.84,32.35,21.07,11.27,20.03,62.38
2018/8/7,1:34:59,/LOOM/Sap7/data,3.83,32.30,21.00,11.29,19.93,62.79
2018/8/7,1:50:0,/LOOM/Sap7/data,3.83,32.27,20.89,11.38,19.90,62.71
2018/8/7,2:5:2,/LOOM/Sap7/data,3.83,32.20,20.87,11.33,19.66,62.58
2018/8/7,2:20:3,/LOOM/Sap7/data,3.83,32.12,20.80,11.32,19.44,62.87
2018/8/7,2:35:5,/LOOM/Sap7/data,3.83,32.02,20.71,11.31,19.15,63.29
2018/8/7,2:50:7,/LOOM/Sap7/data,3.83,31.97,20.60,11.37,19.04,63.70
2018/8/7,3:5:8,/LOOM/Sap7/data,3.82,31.90,20.53,11.37,18.88,63.79
2018/8/7,3:20:10,/LOOM/Sap7/data,3.83,31.82,20.48,11.34,18.72,64.19
2018/8/7,3:35:11,/LOOM/Sap7/data,3.83,31.82,20.42,11.41,18.62,64.56
2018/8/7,3:50:13,/LOOM/Sap7/data,3.83,31.68,20.33,11.35,18.49,64.66
2018/8/7,4:5:15,/LOOM/Sap7/data,3.83,31.65,20.24,11.41,18.35,64.97
2018/8/7,4:20:17,/LOOM/Sap7/data,3.83,31.58,20.17,11.41,18.28,65.08
2018/8/7,4:35:19,/LOOM/Sap7/data,3.83,31.50,20.12,11.38,18.08,65.59
2018/8/7,4:50:20,/LOOM/Sap7/data,3.82,31.40,20.03,11.37,17.94,65.81
2018/8/7,5:5:22,/LOOM/Sap7/data,3.83,31.38,19.97,11.41,17.84,66.06
2018/8/7,5:20:24,/LOOM/Sap7/data,3.83,31.28,19.92,11.36,17.71,66.46
2018/8/7,5:35:26,/LOOM/Sap7/data,3.83,31.21,19.79,11.42,17.54,66.70
2018/8/7,5:50:28,/LOOM/Sap7/data,3.82,31.13,19.76,11.37,17.44,66.87
2018/8/7,6:5:30,/LOOM/Sap7/data,3.83,31.09,19.67,11.41,17.36,67.17
2018/8/7,6:20:32,/LOOM/Sap7/data,3.82,30.99,19.58,11.41,17.27,67.31
2018/8/7,6:35:34,/LOOM/Sap7/data,3.82,30.96,19.54,11.43,17.27,67.71
2018/8/7,6:50:37,/LOOM/Sap7/data,3.83,30.89,19.49,11.40,17.41,68.20
2018/8/7,7:5:38,/LOOM/Sap7/data,3.82,30.89,19.42,11.47,17.56,69.18
2018/8/7,7:20:40,/LOOM/Sap7/data,3.82,30.84,19.40,11.44,17.81,70.13
2018/8/7,7:35:42,/LOOM/Sap7/data,3.82,30.79,19.40,11.39,18.11,70.50
2018/8/7,7:50:44,/LOOM/Sap7/data,3.82,30.79,19.36,11.44,18.67,69.97
2018/8/7,8:5:46,/LOOM/Sap7/data,3.82,30.72,19.29,11.43,19.17,69.83
2018/8/7,8:20:47,/LOOM/Sap7/data,3.82,30.60,19.27,11.33,19.82,69.42
2018/8/7,8:35:48,/LOOM/Sap7/data,3.82,30.52,19.20,11.33,20.54,68.97
2018/8/7,8:50:49,/LOOM/Sap7/data,3.82,30.43,19.15,11.27,21.31,68.31
2018/8/7,9:5:50,/LOOM/Sap7/data,3.82,30.33,19.02,11.31,21.90,67.33
2018/8/7,9:20:51,/LOOM/Sap7/data,3.82,30.31,19.04,11.27,22.42,66.39
2018/8/7,9:35:52,/LOOM/Sap7/data,3.82,30.28,19.13,11.15,22.96,65.66
2018/8/7,9:50:53,/LOOM/Sap7/data,3.82,30.43,19.40,11.03,23.67,65.08
2018/8/7,10:5:53,/LOOM/Sap7/data,3.82,30.70,19.72,10.98,24.21,63.87
2018/8/7,10:20:54,/LOOM/Sap7/data,3.82,31.11,20.12,10.99,24.64,61.56
2018/8/7,10:35:54,/LOOM/Sap7/data,3.82,31.40,20.53,10.87,25.04,62.34
2018/8/7,10:50:54,/LOOM/Sap7/data,3.82,31.72,20.87,10.86,25.41,59.96
2018/8/7,11:5:54,/LOOM/Sap7/data,3.82,32.02,21.14,10.88,25.89,58.98
2018/8/7,11:20:54,/LOOM/Sap7/data,3.82,32.20,21.34,10.85,26.36,59.01
2018/8/7,11:35:54,/LOOM/Sap7/data,3.82,32.35,21.48,10.87,26.81,56.56
2018/8/7,11:50:54,/LOOM/Sap7/data,3.82,32.42,21.52,10.90,27.15,56.36
2018/8/7,12:5:54,/LOOM/Sap7/data,3.82,32.47,21.61,10.86,27.42,56.66
2018/8/7,12:20:54,/LOOM/Sap7/data,3.82,32.52,21.64,10.88,27.89,55.50
2018/8/7,12:35:53,/LOOM/Sap7/data,3.82,32.55,21.68,10.86,28.34,52.88
2018/8/7,12:50:53,/LOOM/Sap7/data,3.82,32.60,21.70,10.89,28.73,51.76
2018/8/7,13:5:52,/LOOM/Sap7/data,3.81,32.65,21.77,10.87,29.28,51.59
2018/8/7,13:20:51,/LOOM/Sap7/data,3.82,32.75,21.82,10.93,29.78,49.44
2018/8/7,13:35:51,/LOOM/Sap7/data,3.81,32.85,21.98,10.87,30.12,50.92
2018/8/7,13:50:49,/LOOM/Sap7/data,3.81,32.95,22.04,10.90,30.39,50.58
2018/8/7,14:5:48,/LOOM/Sap7/data,3.81,33.07,22.18,10.89,30.81,48.14
2018/8/7,14:20:47,/LOOM/Sap7/data,3.82,33.17,22.29,10.88,31.13,47.29
2018/8/7,14:35:46,/LOOM/Sap7/data,3.81,33.30,22.50,10.80,31.78,47.95
2018/8/7,14:50:45,/LOOM/Sap7/data,3.80,33.48,22.56,10.91,32.59,43.64
2018/8/7,15:5:43,/LOOM/Sap7/data,3.81,33.61,22.70,10.91,33.13,43.48
2018/8/7,15:20:42,/LOOM/Sap7/data,3.81,33.78,22.88,10.90,33.63,43.57
2018/8/7,15:35:40,/LOOM/Sap7/data,3.81,33.94,23.04,10.90,34.16,43.93
2018/8/7,15:50:38,/LOOM/Sap7/data,3.80,34.09,23.22,10.87,34.59,39.98
2018/8/7,16:5:36,/LOOM/Sap7/data,3.80,34.22,23.33,10.89,35.33,39.04
2018/8/7,16:20:34,/LOOM/Sap7/data,3.80,34.35,23.47,10.88,35.74,37.71
2018/8/7,16:35:32,/LOOM/Sap7/data,3.80,34.45,23.58,10.87,35.78,37.75
2018/8/7,16:50:30,/LOOM/Sap7/data,3.80,34.56,23.70,10.86,36.22,37.51
2018/8/7,17:5:28,/LOOM/Sap7/data,3.80,34.63,23.74,10.89,36.16,37.59
2018/8/7,17:20:26,/LOOM/Sap7/data,3.80,34.71,23.86,10.85,36.62,37.00
2018/8/7,17:35:24,/LOOM/Sap7/data,3.80,34.79,23.93,10.86,37.18,36.63
2018/8/7,17:50:21,/LOOM/Sap7/data,3.80,34.79,24.02,10.77,36.93,36.50
2018/8/7,18:5:19,/LOOM/Sap7/data,3.79,34.89,24.09,10.81,36.79,36.46
2018/8/7,18:20:17,/LOOM/Sap7/data,3.79,35.16,24.25,10.91,40.32,32.41
2018/8/7,18:35:13,/LOOM/Sap7/data,3.79,35.05,24.15,10.90,43.51,28.57
2018/8/7,18:50:10,/LOOM/Sap7/data,3.79,34.87,24.02,10.85,42.33,27.73
2018/8/7,19:5:7,/LOOM/Sap7/data,3.79,34.76,23.88,10.88,36.21,33.89
2018/8/7,19:20:5,/LOOM/Sap7/data,3.79,34.61,23.72,10.89,33.07,38.25
2018/8/7,19:35:4,/LOOM/Sap7/data,3.79,34.56,23.63,10.93,31.53,41.07
2018/8/7,19:50:3,/LOOM/Sap7/data,3.79,34.53,23.61,10.92,30.45,42.55
2018/8/7,20:5:3,/LOOM/Sap7/data,3.79,34.53,23.54,10.99,29.63,43.73
2018/8/7,20:20:2,/LOOM/Sap7/data,3.78,34.48,23.52,10.96,28.85,45.20
2018/8/7,20:35:2,/LOOM/Sap7/data,3.78,34.45,23.45,11.00,27.96,46.65
2018/8/7,20:50:2,/LOOM/Sap7/data,3.78,34.40,23.40,11.00,27.12,48.11
2018/8/7,21:5:2,/LOOM/Sap7/data,3.79,34.35,23.31,11.04,26.46,49.71
2018/8/7,21:20:2,/LOOM/Sap7/data,3.79,34.30,23.24,11.05,25.85,50.48
2018/8/7,21:35:2,/LOOM/Sap7/data,3.79,34.22,23.18,11.04,25.38,51.39
2018/8/7,21:50:2,/LOOM/Sap7/data,3.79,34.14,23.04,11.10,24.90,52.23
2018/8/7,22:5:3,/LOOM/Sap7/data,3.78,34.09,23.02,11.07,24.60,52.94
2018/8/7,22:20:3,/LOOM/Sap7/data,3.78,34.01,22.90,11.11,24.34,53.62
2018/8/7,22:35:4,/LOOM/Sap7/data,3.78,33.96,22.84,11.13,24.12,53.19
2018/8/7,22:50:4,/LOOM/Sap7/data,3.78,33.91,22.70,11.21,23.83,54.58
2018/8/7,23:5:5,/LOOM/Sap7/data,3.78,33.84,22.65,11.18,23.65,54.22
2018/8/7,23:20:6,/LOOM/Sap7/data,3.78,33.78,22.59,11.20,23.50,54.12
2018/8/7,23:35:6,/LOOM/Sap7/data,3.78,33.71,22.50,11.21,23.29,54.07
2018/8/7,23:50:7,/LOOM/Sap7/data,3.78,33.63,22.50,11.14,23.03,54.90
2018/8/8,0:5:7,/LOOM/Sap7/data,3.78,33.61,22.38,11.22,22.75,55.34
2018/8/8,0:20:9,/LOOM/Sap7/data,3.78,33.53,22.31,11.21,22.44,55.77
2018/8/8,0:35:9,/LOOM/Sap7/data,3.77,33.48,22.22,11.25,22.17,56.49
2018/8/8,0:50:11,/LOOM/Sap7/data,3.77,33.38,22.13,11.24,21.94,57.36
2018/8/8,1:5:12,/LOOM/Sap7/data,3.77,33.35,22.09,11.26,21.73,57.34
2018/8/8,1:20:13,/LOOM/Sap7/data,3.77,33.22,22.02,11.20,21.52,58.92
2018/8/8,1:35:14,/LOOM/Sap7/data,3.76,33.15,21.93,11.22,21.31,59.21
2018/8/8,1:50:15,/LOOM/Sap7/data,3.76,33.15,21.84,11.31,21.12,59.44
2018/8/8,2:5:17,/LOOM/Sap7/data,3.76,33.05,21.75,11.30,20.90,59.21
2018/8/8,2:20:17,/LOOM/Sap7/data,3.77,32.97,21.70,11.27,20.65,59.75
2018/8/8,2:35:19,/LOOM/Sap7/data,3.76,32.92,21.57,11.35,20.43,59.90
2018/8/8,2:50:20,/LOOM/Sap7/data,3.76,32.85,21.55,11.30,20.23,60.30
2018/8/8,3:5:21,/LOOM/Sap7/data,3.76,32.77,21.46,11.32,20.00,60.48
2018/8/8,3:20:23,/LOOM/Sap7/data,3.76,32.65,21.34,11.30,19.75,60.78
2018/8/8,3:35:24,/LOOM/Sap7/data,3.76,32.57,21.27,11.30,19.58,61.16
2018/8/8,3:50:26,/LOOM/Sap7/data,3.76,32.52,21.16,11.36,19.39,61.48
2018/8/8,4:5:27,/LOOM/Sap7/data,3.76,32.45,21.07,11.37,19.25,61.90
2018/8/8,4:20:29,/LOOM/Sap7/data,3.76,32.37,21.03,11.34,19.13,62.21
2018/8/8,4:35:31,/LOOM/Sap7/data,3.75,32.32,20.96,11.36,18.95,62.63
2018/8/8,4:50:32,/LOOM/Sap7/data,3.75,32.25,20.89,11.35,18.74,63.27
2018/8/8,5:5:34,/LOOM/Sap7/data,3.75,32.15,20.80,11.35,18.63,63.24
2018/8/8,5:20:36,/LOOM/Sap7/data,3.74,32.05,20.71,11.34,18.46,63.38
2018/8/8,5:35:38,/LOOM/Sap7/data,3.75,32.02,20.62,11.40,18.25,63.92
2018/8/8,5:50:39,/LOOM/Sap7/data,3.75,31.92,20.58,11.35,18.11,64.27
2018/8/8,6:5:41,/LOOM/Sap7/data,3.74,31.82,20.51,11.32,18.04,64.47
2018/8/8,6:20:43,/LOOM/Sap7/data,3.74,31.80,20.39,11.40,17.99,64.82
2018/8/8,6:35:44,/LOOM/Sap7/data,3.74,31.72,20.33,11.40,18.01,65.04
2018/8/8,6:50:46,/LOOM/Sap7/data,3.74,31.68,20.24,11.44,18.01,65.41
2018/8/8,7:5:48,/LOOM/Sap7/data,3.73,31.58,20.17,11.41,18.18,65.83
2018/8/8,7:20:49,/LOOM/Sap7/data,3.73,31.53,20.15,11.38,18.46,66.10
2018/8/8,7:35:51,/LOOM/Sap7/data,3.73,31.53,20.10,11.43,18.77,66.82
2018/8/8,7:50:52,/LOOM/Sap7/data,3.74,31.50,20.06,11.45,18.93,67.02
2018/8/8,8:5:54,/LOOM/Sap7/data,3.73,31.40,19.99,11.42,19.23,68.00
2018/8/8,8:20:55,/LOOM/Sap7/data,3.73,31.28,19.90,11.38,19.59,68.42
2018/8/8,8:35:57,/LOOM/Sap7/data,3.73,31.21,19.85,11.35,19.93,68.48
2018/8/8,8:50:58,/LOOM/Sap7/data,3.74,31.04,19.70,11.34,20.52,68.07
2018/8/8,9:5:59,/LOOM/Sap7/data,3.73,30.91,19.58,11.33,21.02,67.13
2018/8/8,9:21:0,/LOOM/Sap7/data,3.73,30.79,19.56,11.23,21.80,65.98
2018/8/8,9:36:1,/LOOM/Sap7/data,3.73,30.70,19.49,11.20,22.46,64.96
2018/8/8,9:51:2,/LOOM/Sap7/data,3.73,30.62,19.56,11.06,22.80,63.24
2018/8/8,10:6:2,/LOOM/Sap7/data,3.73,30.79,19.76,11.03,23.07,63.04
2018/8/8,10:21:3,/LOOM/Sap7/data,3.73,31.06,20.10,10.96,23.62,62.08
2018/8/8,10:36:3,/LOOM/Sap7/data,3.73,31.40,20.51,10.90,24.23,62.18
2018/8/8,10:51:3,/LOOM/Sap7/data,3.73,31.72,20.85,10.88,25.10,59.17
2018/8/8,11:6:4,/LOOM/Sap7/data,3.73,31.95,21.07,10.88,25.62,57.96
2018/8/8,11:21:4,/LOOM/Sap7/data,3.73,32.10,21.25,10.84,26.06,56.39
2018/8/8,11:36:4,/LOOM/Sap7/data,3.72,32.25,21.32,10.93,26.56,56.83
2018/8/8,11:51:4,/LOOM/Sap7/data,3.72,32.27,21.39,10.88,27.00,55.37
2018/8/8,12:6:3,/LOOM/Sap7/data,3.73,32.32,21.43,10.89,27.65,53.66
2018/8/8,12:21:3,/LOOM/Sap7/data,3.72,32.35,21.52,10.82,28.23,52.66
2018/8/8,12:36:2,/LOOM/Sap7/data,3.72,32.45,21.55,10.90,28.75,51.29
2018/8/8,12:51:1,/LOOM/Sap7/data,3.72,32.50,21.64,10.86,29.24,50.94
2018/8/8,13:6:1,/LOOM/Sap7/data,3.72,32.55,21.73,10.82,29.84,49.79
2018/8/8,13:21:0,/LOOM/Sap7/data,3.72,32.67,21.79,10.88,30.44,48.44
2018/8/8,13:35:59,/LOOM/Sap7/data,3.71,32.77,21.91,10.86,31.13,47.75
2018/8/8,13:50:58,/LOOM/Sap7/data,3.71,32.87,22.04,10.83,31.81,45.25
2018/8/8,14:5:57,/LOOM/Sap7/data,3.70,33.00,22.16,10.84,32.31,41.41
2018/8/8,14:20:55,/LOOM/Sap7/data,3.69,33.17,22.34,10.84,32.90,41.18
2018/8/8,14:35:54,/LOOM/Sap7/data,3.69,33.28,22.45,10.82,33.23,38.00
2018/8/8,14:50:52,/LOOM/Sap7/data,3.68,33.38,22.54,10.84,33.61,37.81
2018/8/8,15:5:51,/LOOM/Sap7/data,3.67,33.45,22.61,10.84,33.88,35.91
2018/8/8,15:20:49,/LOOM/Sap7/data,3.66,33.50,22.68,10.83,33.95,36.39
2018/8/8,15:35:48,/LOOM/Sap7/data,3.65,33.55,22.74,10.81,33.88,36.80
2018/8/8,15:50:46,/LOOM/Sap7/data,3.64,33.63,22.79,10.84,34.01,36.88
2018/8/8,16:5:44,/LOOM/Sap7/data,3.63,33.66,22.86,10.80,34.18,37.39
2018/8/8,16:20:43,/LOOM/Sap7/data,3.66,33.58,22.95,10.63,33.99,38.75
